,original_idx,text
1735,1735,FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda.
1736,1736,"Feliz Dia Da Mulher só p/ as mulheres brancas,pq o dia da mulher negra latino americana e caribenha,é dia 25 de julho!Segregação da esquerda"
1737,1737,"feliz dia das mães pras mães de verdade 
#NaoAoAborto"
1738,1738,"Feliz dia das mulheres do bem, de direita e que com suas vozes e seus atos fazem do Brasil um país melhor !"
1739,1739,Feliz Dia das Mulheres Femininas!
1740,1740,Feliz dia das mulheres!
1741,1741,"feliz dia das mulheres para Beatriz, que foi vitima de estupro coletivo por 33 caras no RJ. sem apoio algum e ainda com gente duvidando dela"
1742,1742,Feliz Dia das mulheres pra nós!!!!
1743,1743,"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY"
1744,1744,Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada
1745,1745,"Feliz dia das mulheres pra Tammy Gretchen
Que mesmo depois de várias alterações no chassi, continua sendo mulher!"
1746,1746,Feliz dia das mulheres pra você que se depila e não faz textão no Facebook!
1747,1747,Feliz dia das mulheres que vieram na embalagem certa!
1748,1748,"Feliz dia das mulheres , certamente a principal voz feminina na TV"
1749,1749,Feliz Dia de São Valentim
1750,1750,Feliz dia do amigo que faz escolhas erradas!
1751,1751,Feliz dia do amigo que também come a gordura da Picanha!
1752,1752,Feliz dia do amigo que toma pinga!
1753,1753,"Feliz dia do 'essa é puta', 'essa é vadia' 'essa é feia' 'essa é gorda', huuuuum essa é gostosa. Feliz dia do..."
1754,1754,Feliz dia do 'eu só acho engraçado que...'
1755,1755,Feliz dia do 'Eu só acho engraçado que......'
1756,1756,"feliz dia do 'eu to gorda, feia e inchada' feliz dia da TPM meninas"
1757,1757,Feliz dia internacional da mulher!
1758,1758,Feliz #DiaInternacionalDaMulher pra quem possui o cromossomo XX
1759,1759,Feliz dia internacional das kiridinhas!!!
1760,1760,"Feliz dia MULHERES !
E que o SENHOR nos proteja do
Islão no
Brasil !"
1761,1761,FELIZ DIA PRESIDENCIAL - VAMOS TORNAR A AMÉRICA GRANDE NOVAMENTE!
1762,1762,Feliz dos homens que gostam de mulheres - http://look-look.tumblr.com/
1763,1763,"Feliz seja o dia da mulherada, feia ou bonita, magra ou gorda, todas as mulheres merecem respeito. #QuartaDetremuraSDV"
1764,1764,"Feminismo: 
- defende TODAS as pautas da esquerda.
- é só a esquerda perder eleição que faz protesto
- nunca protes _"
1765,1765,"Feminismo é só amor sim, pode confiar..."
1766,1766,Feminista é tudo mal comida
1767,1767,feministas defendem uso de hijab como se fosseEMPODERAMENTO mas nem mencionam q se a mulher não usar o marido espan _
1768,1768,"feministas deveriam passar 18 horas por dia lavando louça, sem descanso!"
1769,1769,"Feministas, o mundo é melhor sem vocês"
1770,1770,Feministas ou sindicatos vão lá protestar??
1771,1771,"vai na páginad o Flavio, ele fez uma live explicando"
1772,1772,mas ele jamais superará Cesar Romero
1773,1773,"Calhau com olhos ;)
:)"
1774,1774,FHC amigo do Lula pra implantar comunismo no Brasil Foro de São Paulo pra virar Venezuela
1775,1775,Fica a mensagem aí para todas as seguidoras
1776,1776,Ficámos agora a saber que o preço da electricidade e da água vão sofrer aumentos para o próximo ano.
1777,1777,Ficar definindo significado em tatuagem é coisa de mulheres e tcholas
1778,1778,FICA TRANQUILO IRMÃO VÁRIAS DAS MINHAS TRANZAS JÁ ACABAM COM CHORO E ZOAÇÃO FAZ PARTE
1779,1779,Fico imaginando se o realmente acha que se mulheres negras q não 'chegaram lá' por sofrerem racismo são 'vitimistas'.
1780,1780,"16:13 FILHA DE FAMOSA DEPUTADA É BARRADA NA ENTRADA POR PORTAR DROGAS E SER MENOR DE IDADE. AVISAMOS SUA MÃE, ELA PROMETEU NOS PROCESSAR."
1781,1781,eu lutei mas ai ela raspou a cabeça e ta mto sapatão isso ta acabando cmg...........
1782,1782,"Filha zé droga, ex-marido traficante, cunhado pedófilo. Essa são as pessoas que rodeiam , deputada q _"
1783,1783,"Filho de peixe...
Aprendeu cedo a se locupletar como o pai, o ladrão"
1784,1784,Filho de não tem condição moral de dar carteirada em ninguém
1785,1785,"filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é safado,é burra sim"
1786,1786,Filhos de pai incógnito quase duplicaram em 2016! Eu já andava desconfiado que há por aqui cada vez mais filhos da put...
1787,1787,Filme de ex ativista gay que se tornou pastor causa polêmica -...
1788,1788,"Filme de País Iraniano que apedreja gays e degola cristãos,ganha Oscar de filme estrangeiro e diretor crítica _"
1789,1789,"FILMES PORNÔS, MASTURBAÇÃO E PUTEIRO.
OBRIGADO PELO PERGUNTA"
1790,1790,Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse #Casa #oferta #desconto _
1791,1791,Fim do Mundo foi cancelado pq o Aeroporto da Portela já não tem capacidade para receber + asteróides devido à saturação do seu espaço aéreo.
1792,1792,Final de semana = foda-se !
1793,1793,"Final do dia das mulheres e vc ja pode ser feliz por não ser MARXISTA (ja que nao pode dizer feminista né, q pegam _"
1794,1794,"finalmente essa gorda velha saiu 
agora é só esperar o dólar abaixar pra eu poder ir pra disney sem preocupações"
1795,1795,finalmente os problemas do brasil vão se resolver com o governo do nosso querido e amado michel temer #TchauQuerida
1796,1796,"Finalmente um Presidente de jeito nos #USA! 
A esperança forte de que algo pode realmente começar a mudar. Força Tr _"
1797,1797,Fiquei sem internet ontem o dia inteiro e até descobri q tem um pessoal aqui em casa até sentei com eles na mesa acho q é minha família
1798,1798,"Fisco deixou sair 10 mil milhões p/ offshores sem qq controlo, mas se o meu pai transferir p/ mim 5 mil o Banco de Portugal é logo alertado!"
1799,1799,Fizeste-me sentir especial...fizeste-me pensar que eu era o tal...afinal fui apenas mais um...Magoaste-me!
1800,1800,Fiz um pequeno ajuste nessa capa da
1801,1801,"estás a insinuar que algarvios, alentejanos, comunas e fachos não passam de uma cambada de rabetas?!"
1802,1802,Fla Flu decisivo e mais um título do Fluminense. Isso só comprova q e sabem tudo de política e nada de futebol!
1803,1803,Flamengo x Lanús no Equador. Boa ideia!
1804,1804,"responde as críticas do , e e fala umas verdades"
1805,1805,já meu FGTS...
1806,1806,"Feminismo: 
-defende TODAS as pautas da esquerda.
-é só a esquerda perder que faz protesto
-nunca prote _"
1807,1807,obrigado! outras provas e evidências!
1808,1808,"Foda-se a Samira de 9 anos que foi vendida pro Mohamed pedófilo de 70 anos
Vamos falar da Patrícia, atendente que ganha menos que o gerente"
1809,1809,"Foda-se
Esqueci-me que todas as feministas são fufas"
1810,1810,"FODA-SE!!!!!!! O que importa???!? 
São maioria em direito, medicina e biologia p ex!"
1811,1811,"FODA-SE! 
Quer ceder a toda e qq tentação e não trabalhar?? Pode virar uma cracuda moradora de rua por exemplo..."
1812,1812,"Foda-se Rafa...valeu a pena esperar...que 
MARAVILHA"
1813,1813,se não sabe nadar amputa as pernas! Melhor um inválido do que um incompetente.
1814,1814,e com as crianças eles fazem isso...povo maldito mesmo !
1815,1815,"Foi lamentável e assustador ouvir de Mr. Catra, a seguinte afirmação: “Na realidade não foi o branco que..."
1816,1816,Desrespeito é deixar as pessoas humildes esperando ou sem consulta quando era para FUNCIONÁRIO estar trabalhando. Medico n é Deus !
1817,1817,que burra mulher eu levo ele pra vc amanha
1818,1818,"FONGAS, FUFAS, SAPATONAS, LÉSBICAS – Capazes"
1819,1819,"Fora que só tem frangas ali. Bombadinhos chiliquentos, gays que exploram suas condições e pedaços de carne para a massa carcerária!"
1820,1820,"FORÇA AO IRMÃO 
#somosTodosEditoraHumanas
AGORA VOLTAREI PRA BEBEDEIRA E PUTARIA, AFINAL AINDA É CA _"
1821,1821,Forró que ouvi ontem: 'O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão'
1822,1822,Fotos inéditas de um rapaz de bem desavisado que viu metade do programa #AmorESexo antes de desligar a TV
1823,1823,"eita, não é zero... Alemanha avança para restringir uso da burca via"
1824,1824,"FRACO DEMAIS 
FOLIA MESMO É NO BLOCO PORÃO DO DOPS 
#PAZ"
1825,1825,feliz dia pra ela tambem
1826,1826,Frangas de plantão ! EU VOLTEI !!!!! CHHUUUUUPAAAAAA
1827,1827,Boa noite esquisitinha legal... rsrs zzzzzzzzzz bjuu zzzzzzz
1828,1828,Cheirossssssssssssssssssss boa noite!
1829,1829,"PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs"
1830,1830,Pois é.. hahaha.. vi teu forms..
1831,1831,Pronto.. É nui aqui tb! =)
1832,1832,"dá uma fuçada lá, mãe, primeiro livro da minha amiga www.aescritoraeomusico.blogspot.com (eu reviso)"
1833,1833,Freezer Horizontal 439L EFH500S Branco Esmaltec + Cupom de Desconto: RCA-27231
1834,1834,Freixo perdeu. Bandidagem chora
1835,1835,freixo vai legalizar a maconha gente nao deixem isso acontece #LugarDeMaconheiroÉNaCadeia
1836,1836,2 FUFAS CONTRA UM PRETO TODO BACA
1837,1837,"Fufas decentes hj é o nosso dia, mulheres"
1838,1838,"Fufas de merda, atiram-se a tudo o que mexe."
1839,1839,Fui à praia hj voltei neguinha rsrsrs
1840,1840,"FUI DIGITAR PALMEIRAS NO GOOGLE, O GOOGLE CAIU."
1841,1841,fui na 25 de março hj e nossa gente como é difícil ser índio no brasil viu.... tem ate q vender pulserinha
1842,1842,"CPS JBE RPRDOB
Caralho porra sapatão 
Jabuti branco educado 
Rato paraplégico rondoniense doença oval bruto"
1843,1843,"Fuleco é nome de traficante. Tipo 'Jair Cláudio da Rocha Maciel, o Fuleco'"
1844,1844,Furos e até mesmo furos confidenciais ilegais tem sido um problema em Washington há anos. O falido (e outr _
1845,1845,O problema que não temos estrutura pra acolher todos os refugiados e ilegais que aqui aportam estamos próximos a mendigar
1846,1846,"Bom dia! Isto hoje está fraco, não há nada para nos indignarmos..."
1847,1847,"faço isso todas as noites, mas não resulta..."
1848,1848,os avençados tinham agenda ou carteira?...
1849,1849,qq dia vendem contato gourmet
1850,1850,vai chover assim tanto no Allgarve?!
1851,1851,"Ai eu deixei ele e tava voltando, mas no meio do caminho, DO NADA apareceu um carro branco, antigão"
1852,1852,"pensava: sou horrorosa, gorda, tosca, feia, chata. ngm vai me querer. n mereço ngm alem dessa pessoa."
1853,1853,"não, não, na Angola"
1854,1854,"eu to falando dos refugiados da Síria, eles nao vem pra ca, tem um milhao de abrigos em outros paises que acolhe eles"
1855,1855,"vc n entendeu que eu falei nao? refugiados nao vem pro brasil, é mt longe"
1856,1856,"pega no meu pau seu arrombado, ta defendendo o cara pq, é advogado desse maconheiro agora?"
1857,1857,"vai ow, vai se preocupar com a tampa"
1858,1858,dizem que não...
1859,1859,Atras das linhas inimigas tbm é legal
1860,1860,"caralho, agora que eu to lembrando, esse sexta-feira 13 é o primeiro que o Jason usa mascara né?"
1861,1861,como faço pra te passar conteudo?
1862,1862,só é legal pq mostra como o Jason morreu
1863,1863,gostei da gambiarra kkkkkkkkkkkkkkkk
1864,1864,Quem tem Mitomania sou eu que sou fã do Bolsonaro hahahahahahah (zuera)
1865,1865,olha isso hahahhah atriz de hollywood dos 80's
1866,1866,"porra, O Patriota tbm né"
1867,1867,"assiste a Serbian Film, se não vomitar passou no teste"
1868,1868,Tem que mostrar essa matéria para a
1869,1869,vão mandar todo mundo para Venezuela
1870,1870,"a branca privilegiada vai trabalhar onde quiser, pois a cor da pele não vai impedi-la de conseguir um bom job :)"
1871,1871,"não to a fim de explicar que racismo inverso não existe, aprende sozinha, branquela."
1872,1872,"nossa miga, cê acha mesmo que a vida de um negro é mais fácil? tu não sabe o que é preconceito."
1873,1873,"o meu mundo é bem real, já o seu parece conto de fadas, já que a vida de negro é bem mais fácil."
1874,1874,"pois é, to muito ocupada denunciando racista q acha que a vida é fácil"
1875,1875,"poxa, cê tá com medo de ficar enrugada? tá com medo que o filho da empregada entre na tua sala da facul?"
1876,1876,que dó da branca privilegiada que não conseguiu passar em engenharia mas o papai vai pagar.
1877,1877,"quem falou de processo foi seu amigo, fia."
1878,1878,"racismo inverso é mimimi de branco. deus é uma palavra que existe, mas deus não existe miga"
1879,1879,"rindo do próprio racismo, essa é d+"
1880,1880,vamo parar de reclamar de cota e estudar mais?
1881,1881,vc acha que o racismo é culpa dos negros agora?
1882,1882,Galera do Rio: uma mulher foi sequestrada ontem depois de sair do bloco AGYTOÊ e as amigas dela precisam de ajuda...
1883,1883,galera eu notei que muitos donos de labradores acabam ficando cegos. NÃO COMPREM MAIS LABRADORES GENTE!!!
1884,1884,galera p comemorar o Dia Internacional da Síndrome de Down meu priminho vai mandar um recado pra vcs no proximo tweet *__*
1885,1885,Galera que se diz DEMOCRATA e defensora dos DIREITOS é a primeira a não reconhecer o resultado de eleições LIVRES E DEMOCRÁTICAS.
1886,1886,"Galera, tenho umas fotos pra mostrar de terça, quando a sra deu entrevista pra uma revista com vestido micro.. querem?"
1887,1887,"galera vamos ajudar o léo ta perdido até hoje, ninguém o viu por ai?? #voltaLeo :( http://t.co/3eisCf2Hpx"
1888,1888,a questão não é preconceito. É a ilegalidade! Drogas que entram pelo México e terroristas travestidos de refugiados.
1889,1889,"garota vai se tratar! Eu esfrego argumentos lógico, fatos e verdade na tua cara, mostrando o quanto vc é uma ingênu _"
1890,1890,e ai senhor ..vai pra guerra? ou quando a policia chegar o sr. vai voltar para o RJ ou sair no carro blindado?
1891,1891,tão levando pra casa da maria do rosário ???
1892,1892,"'Gay é expulso de casa por ser gay'
Eu fui expulsa mesmo sendo hétero,sem ter feito nada
O preconceito só é uma desculpe p/ a falta de amor"
1893,1893,"Geisy no Fantástico se deu nota 8! Más noticias Geisy, isso é ilegal, a gente é quem tem que dar a nota. E vc é um 4 ruim !"
1894,1894,gente a mulher maior cdf na cozinha ainda veio do texas formada #MasterChefBR
1895,1895,Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR
1896,1896,"- gente a pec 241 é pra reduzir gastos!!!!
- mas e o aumento de salário dos deputados?
- É CULPA DO PT"
1897,1897,aproveitem o BBB e denunciem.
1898,1898,(eu to ???? com esse print sério gente)
1899,1899,me pergunto como faziam pra passar vergonha antes da internet
1900,1900,negras não pode pintar cabelo É APROPRIAÇÃO O K http://t.co/bC5yqdB78f
1901,1901,no perfil dele ainda contém machismo.
1902,1902,os negro não tá nem aí pode usar o que quiser http://t.co/gX57yWDWvN
1903,1903,"(os rts que eu dou ou links de tweets que eu posto, eu fico esperando que vcs me ajudem a 'ensinar' como podem, no passaran!)"
1904,1904,quanto mimimi de cota pelo amor brancos melhorem
1905,1905,se vcs jogarem o user dela e a palavra 'negro' vão ver que só fala bosta
1906,1906,vamo parar de falar porque gente branca quer http://t.co/Us79klz55x
1907,1907,"Gente, dá uma atenção aqui pra esse sujeito, pq ele tá o dia todo mandando mensagem quase implorando atenção nessa _"
1908,1908,"Gente, é o Trump que é 'difícil'! Não é a imprensa que o persegue desde o início com mentiras inclusive..."
1909,1909,"gente eu não sou latino só por ter nascido no brasil né, latinos são sujos, eu tomo banho"
1910,1910,"Gente, li piadinhas fodas agora.. vou trazer uma, perai"
1911,1911,apresenta pra ela miga
1912,1912,GENTE ME ADD AI http://t.co/s9o47AKx
1913,1913,"Gente, o Trump é sensacional. 
Mas essa mulher....Essa mulher é um MITO!!!!
 _"
1914,1914,GENTE POR FAVOR o preconceito está na sua cabeça
1915,1915,GENTE QUE ACREDITA EM DUENDES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK VOCÊS SÃO MTO TROUXAS DUENDES MENTEM MUITO
1916,1916,"Gente, quem tá no pique de um JV??? Coisa leve.. Ou não! rsrsrs"
1917,1917,"Gente, sapatão é uma coisa q me assusta"
1918,1918,"Gente sou da Angola, e vim pra São Paulo Estou aqui no Museu do Palmeiras e gostaria de saber porque não achei a taça de campeão mundial?"
1919,1919,"Gente, tá ABSURDAAAA a briga Jô Soares X huahahhuahau"
1920,1920,"Geração palavras machucam
Já me cansei disso
Ñ posso falar nada q o cara ofendido para d falar comigo
VÊ SE VIRA HOMEM RAPA,DEIXA D FRESCURA"
1921,1921,"falou que o ia despencar 
kkkkkkkkkkkk"
1922,1922,fake news...quem ta fazendo isso é aluta de classes que a esquerda americana implantou
1923,1923,falou 'coletivismo' ....já sei que não presta ..
1924,1924,"hahahah Só 3 maconheiras vaiam o Mito: vira notícia;
E isso aqui, G1?"
1925,1925,sapatão? isso é bem coisa de sapatão shauishaius
1926,1926,"então pra falar dos Sírios refugiados, eu teria que ser um sírio refugiado? (juro que não é gastação)"
1927,1927,"A maioria dos argumentos dos fans do Bolsonaro é que toda feminista é feia, cabeluda, gorda etc"
1928,1928,"sim, odeio sua atitude escrota de ser sapatão"
1929,1929,"não dá mesmo, o encanto acabou total! E o engraçado é q ele dizia q quando estava com a Laura em Angola ela"
1930,1930,"KKKK O RJ É UM PUTEIRO MESMO, INFELIZMENTE A ESCORIA DE COLARINHO BRANCO JUIZES PROMOTORES E TODO TIPO DE LIXOS ALI SE JUNTAM"
1931,1931,"kkkk Umas 3 maconheiras vaiam o Mito: vira notícia;
E isso aqui, G1?"
1932,1932,"glaucio me deu feliz dia da mulher, respondi com 'pra vc tambem' 
eu sou muito burra"
1933,1933,Globo disse q n ia abandonar o futebol feminino. No menu do site do globoesporte tem link pro site do Neymar mas n tem pro futebol feminino
1934,1934,"Globo esporte: eu nunca vou te abandonar
Fut feminino: own 
Com as amigas
Fut feminino: ain ele é tão fofo
Com os amigos
Globo esporte: kk"
1935,1935,Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida
1936,1936,'Bandido tem que se fuder e acabou!!'
1937,1937,"Glórias a Deus, fora abortistas..."
1938,1938,"Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!!"
1939,1939,"3 maconheiras vaiam o Mito: vira notícia;
E isso aqui, G1?"
1940,1940,g1mundo:União Europeia ameaça com sanções países que não recebem refugiados
1941,1941,Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.
1942,1942,"gnt, eu n sou sapatao , esse viado q me chama assim kkk"
1943,1943,se é pra desenhar aí vai!
1944,1944,"GOLEIRO BRUNO E
MACARRÃO
MACARRÃO
MACARRÃO
DE DIA VÃO PRO SÍTIO
DE NOITE ALIMENTAM O CÃO"
1945,1945,Não se pode ter só 'defeitos' ;)
1946,1946,O politicamente correto está acabando com a sociedade. Mulher burra é que se sente ofendida com isto. Tenho orgulho de saber o preço.
1947,1947,gorda e feia
1948,1948,gorda e feia nao cabe na tela do celular de tão gorda
1949,1949,gorda e feia se mata kemilly
1950,1950,"Gorda, feia, e ogra"
1951,1951,"gorda' não é ofensa, assim como 'magra' não é elogio. Pare d se achar 'feia' por essas regras d 'beleza' imposta pela sociedade"
1952,1952,Assim que estiver fechado aviso
1953,1953,"Gosta de futebol, cerveja e mulheres."
1954,1954,Gostamos de errar!
1955,1955,Gostaram do novo logo?
1956,1956,Gostar de mulher sem ter vergonha #twittealgomuitoantigo
1957,1957,Gostaria de dizer que enquanto eu estiver me sentindo gorda e feia eu n quero ver a cara de ninguem
1958,1958,"Gostaria de entender pq quando a mulher é feia feat gorda vcs acham MT lindo quando ela bota sem roupa, isso aí mana se liberta, mostra mesm"
1959,1959,Gostaria de saber se a concorda com essa postura e tem interesse em manter funcionários que agregam ima _
1960,1960,Gostei de um vídeo do Era uma vez o homem - 8: As conquistas do islão
1961,1961,"não se vira sapatão, apenas se descobre aksjakajhs"
1962,1962,GOSTO DE TÊTAS NATURAIS TAMANHO MÉDIO #JOAQUINRESPONDE
1963,1963,"gosto é gosto, a pessoa é obrigada beijar quem não acha atraente? TUDO É RACISMO"
1964,1964,"Gosto mt deste novo filtro do Snapchat.
Já fazia falta um filtro que captasse a expressão de um velho pedófilo apan _"
1965,1965,Governo esquerdista de merda o Povo Brasileiro não foi consultado e não aceita a vinda de refugiados terroristas.
1966,1966,Governo Trump tem sido visto com mais confiança que os jornais'
1967,1967,"#GPdoCinema 
Vc lê Grande Prêmio do cinema. Eu entendo outra coisa.. Famosa q cobra por hora o final feliz"
1968,1968,#GPnocinema é levar a pra assistir um filme
1969,1969,'Graças' à imigração? Isso é uma desgraça! Estamos a ser invadidos por culpa principal dos governantes.
1970,1970,Graças ao feminismo !
1971,1971,"Grande aumento no tráfego pro nosso país em certas regiões, com nosso povo muito mais vulnerável, enquanto aguardam _"
1972,1972,Grande encontro com os CEOs das empresas líderes em planos de saúde dos EUA que fornecem ótimas opções para o povo _
1973,1973,Grande entrevista hoje à noite com Henry Kravis no Conselho de Negócios de Washington. Ansioso para o momento!
1974,1974,Grande honra comparecer ontem ao recebimento dos restos mortais de Ryan Owens com minha filha Ivanka. Um grande e corajoso homem-obrigado!
1975,1975,"Grande jantar com governadores hoje à noite na Casa Branca. Muito a ser discutido, incluindo saúde pública."
1976,1976,"GRANDE MUSSUM UM DOS POUCOS IUTUBERS QUE PRESTAM, SOU SEU FÃ, E SOBRE O PEDIDO: MANDE A PESSOA A MERDA E DIGA #PAZ _"
1977,1977,"Grande otimismo para o futuro dos negócios e EMPREGOS nos EUA, com a DOW batendo seu 11º record. Grande corte de re _"
1978,1978,"Grande primeira parte.
Continuo a acreditar.
VAMOS CARALHO!
#BVBSLB"
1979,1979,Grandes realizações das feministas das federais:
1980,1980,"O tênis nem branco branco chega a ser, parece um branco gelo e as lista parece EVA preto cortado com tesoura de franjinha"
1981,1981,"GRAVIDEZ SURPRESA NÃO EXISTE:
BOTA O PIU-PIU NA PERERECA SEM PROTEÇÃO E QUER GANHAR O QUE? UM AIFONE 7 PRA ELA E UM PLEISTEICHON 4 PRA ELE?"
1982,1982,"Gremistas gostosas, comemorem o rebaixamento do Inter mandando foto pelada na DM. No aguardo."
1983,1983,"Grupo de desocupados,fazem manifestação contra o Dep.Marco Marco Antonio Feliciano em Poços de Caldas. O deputado..."
1984,1984,Grupo de Zumbis tentam escrachar o na Universidade Presbiteriana Mackenzie.
1985,1985,Grupo faz manifestação contra Dep em poços de Caldas. #GenteDesocupada
1986,1986,só gorda feia cabeluda fedida. Horror. Mulher que se preza nao tem tempo pra babaquice.
1987,1987,Guarani consegue reverter uma derrota de 4x0 e vc não consegue pegar a gostosa do escritório
1988,1988,"AAAA, gorda do caralho."
1989,1989,esse gordo pedante se sentindo
1990,1990,"Tinha que ser gorda, né?"
1991,1991,E gordo sente frio?
1992,1992,"GUERRA LEGAL: 'Notadamente, em toda opinião, o painel não se preocupou em citar este (o) estatuto.' Uma decisão des _"
1993,1993,nunca beijou na vida
1994,1994,as diferenças no mundo islâmico não tornam a Europa o melhor lugar para os refugiados viverem.
1995,1995,enquanto isso a pauta dos governantes é receber ou não imigrantes refugiados. ... poucos têm de fato interesse na solução :(
1996,1996,Eu quero socar o cara que chamou a mulher de burra
1997,1997,Guilherme Boulos preso. Aprendeu (ou achou) com o chefe Lula que ele estaria acima das leis. Se ferrou. Agora senta e chora!
1998,1998,"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
'Liberdade'"
1999,1999,Clube da luta
2000,2000,"olha esse campo, meu Deus, foram buscar notícia na oitava divisão hahahahahhaha"
2001,2001,"Acolher refugiados loirinhos não tá na moda, não dá ibope pra ninguém. Mas se forem LGBT..."
2002,2002,Lá vem a gorda fazer chantagem emocional.
2003,2003,"não sou tua miga
E daí que são de 2013? Preconceito não é opinião pra mudar conforme o tempo passa. É algo puro e simples! Gordofóbico"
2004,2004,g1: União Europeia ameaça com sanções países que não recebem refugiados #G1
2005,2005,"Devem ser respondido: 'chama de puta, vadia e manda ir lavar uma louça'."
2006,2006,Há 5 anos atrás eu esteava na internet no
2007,2007,Há censura ao PNR com dano eleitoral e atraso no seu crescimento. A nossa luta pela mais elementar justiça não pára!
2008,2008,acho que vamos parar na mesma cela... hahuauha http://t.co/b855gKsP
2009,2009,"'Há duas maneiras de ser enganado. Uma é acreditar no que não é verdade; a outra é recusar a acreditar no que é verdade.'
(#Kierkegaard)"
2010,2010,"Há exatos 85 anos as mulheres começavam a ter o direito ao voto, garantido de maneira plena, sem distinção entre..."
2011,2011,Há fufas se deus quiser
2012,2012,"Ha ha! Aí ela consegue argumentar: falou em 'desmontar' mesmo sendo em figura de linguagem, ela já apela pro 'ain, _"
2013,2013,"Hahaha, 'esse moço' foi ótimo! Só o RT RINDO MUITO com esse moço que ta no Jo!"
2014,2014,Hahahahaha!!!!!! Boa!! Espanhol não é e nunca foi língua oficial dos EUA!
2015,2015,hahahahaha não quase não tem hahahahaha
2016,2016,hahahahah olha que coisa! os que mais vivem em mimimi me acusando de mimi hahahahah
2017,2017,"Hahaha 
Prenderam a muçulmana que agita manifestação anti-Trump.
Essa vaca quer implantar a sharia nos EUA."
2018,2018,hahahh quero ver o feminismo ser contra as pautas que a esquerda impõe!!!
2019,2019,"'Há homens que têm patroa.
Há homens que têm mulher.
E há mulheres que escolhem o que querem ser.' #MulherDeVerdade"
2020,2020,Não há cá fufas.
2021,2021,eu que agradeço
2022,2022,"Há pouco, estava relembrando a hashtag #PrimeiroAssédio e isso me fez querer compartilhar algumas coisas..."
2023,2023,um conselho sapiente. Bom dia!
2024,2024,Há que mostrar a certa gentalha que: '#PREC nunca mais'! Não podem impor o pensamento único nem o marxismo-cultural _
2025,2025,Há quem queira desarmar a Polícia. O que acontece desde sexta no #CaosES é o que aconteceria no país inteiro caso isso fosse acontecer.
2026,2026,"Há uma nova esperança para aqueles que já não conseguem esconder mais dinheiro no Panamá, a NASA acabou de descobrir 7 novos planetas!"
2027,2027,Há um incrível espírito de otimismo se espalhando pelo país agora—_estamos trazendo de volta os EMPREGOS! Assista: _
2028,2028,"10h da manhã e já é hora de pensar onde e o que vou almoçar na pausa do trabalho
O maconheiro acorda 12h e se torn _"
2029,2029,sai do facebook vc morreu
2030,2030,hehe não pode http://t.co/tEh7NoNrTs
2031,2031,Hei Jovem espinhudo! AXÉ NÃO! RESTART NÃO! LEGIÃO URBANA NÃO ! Tenha um mínimo de decência nessa vida ordinária que vc leva!
2032,2032,"caras, foi bom falar com vcs, mas eu preciso sair... Valeu pela conversa"
2033,2033,"caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro.."
2034,2034,"eu tb fui expulsa, pelo meu padrasto e ele não me deu nenhum motivo.. eu simplesmente tive q sair de casa"
2035,2035,isso é um absurdo tb
2036,2036,"isso foi crime, pode-se dizer de homofobia e isso é um absurdo"
2037,2037,"ñ são,e isso é injusto.se eu tiver filho gay, trans,etc,eu não expulsaria. + eu fui expulsa de casa e sou hétero"
2038,2038,nunca disse q héteros são santos...
2039,2039,"eu só disse que cu não reproduz, não disse que pessoas são obrigadas a reproduzir...."
2040,2040,"mas eu não disse q são santos.. héteros tb matam, traí , furta, pessoas assim merecem pagar pelos crimes.. tá bom assim?"
2041,2041,"de jeito nenhum... só que nesse caso como mta gnt veio de mimimi pra cima, quis saber se era so eu q n tava achando nada d+"
2042,2042,tenho saudade de fazer ela tbm...
2043,2043,heterofobicos não passarão
2044,2044,Heterosexual e homem de verdade #twittealgomuitoantigo
2045,2045,"ahaha dsculpa, ja corrigi"
2046,2046,Hipócritas feministas do governo da #Suécia. 'Corajosas' para gozarem com #Trump e cobardes submissas perante o _
2047,2047,Hitler está no campo de concentração e vê uma crianca toda feliz - Pq esta tao feliz? - Amanha faço 6 anos. -Ehehe... não faz não!!
